piste;nimi;x_gk25;y_gk25;suunta;aika;vuosi;ha;pa;ka;ra;la;mp;rv;autot
C04;TURUNTIE;25491594;6679078;2;1900;2013;221;9;3;3;9;10;0;245
C04;TURUNTIE;25491594;6679078;2;2000;2013;183;7;3;1;7;9;0;201
C04;TURUNTIE;25491594;6679078;2;2100;2013;124;4;2;1;5;0;0;136
C04;TURUNTIE;25491594;6679078;2;2200;2013;89;6;2;0;4;0;0;101
C04;TURUNTIE;25491594;6679078;2;2300;2013;35;3;1;0;2;0;0;41
C05;KEHÄ 1;25491021;6679686;1;0;2013;179;12;4;1;1;0;0;197
C05;KEHÄ 1;25491021;6679686;1;100;2013;133;6;4;0;0;0;0;143
C05;KEHÄ 1;25491021;6679686;1;200;2013;89;5;1;0;0;0;0;95
C05;KEHÄ 1;25491021;6679686;1;300;2013;66;5;1;0;0;0;0;72
C05;KEHÄ 1;25491021;6679686;1;400;2013;134;9;3;0;0;0;0;146
C05;KEHÄ 1;25491021;6679686;1;500;2013;650;41;15;7;3;0;0;716
C05;KEHÄ 1;25491021;6679686;1;600;2013;373;26;21;8;1;0;0;429
C05;KEHÄ 1;25491021;6679686;1;615;2013;659;39;32;11;2;2;0;743
C05;KEHÄ 1;25491021;6679686;1;630;2013;896;61;39;18;2;2;0;1016
C05;KEHÄ 1;25491021;6679686;1;645;2013;805;46;38;18;2;2;0;909
C05;KEHÄ 1;25491021;6679686;1;700;2013;780;116;28;12;4;5;0;940
C05;KEHÄ 1;25491021;6679686;1;715;2013;805;73;36;7;1;4;0;922
C05;KEHÄ 1;25491021;6679686;1;730;2013;752;63;23;4;4;2;0;846
C05;KEHÄ 1;25491021;6679686;1;745;2013;697;58;29;4;4;6;0;792
C05;KEHÄ 1;25491021;6679686;1;800;2013;701;52;24;8;1;2;0;786
C05;KEHÄ 1;25491021;6679686;1;815;2013;700;48;24;10;1;1;0;783
C05;KEHÄ 1;25491021;6679686;1;830;2013;743;55;31;10;3;5;0;842
C05;KEHÄ 1;25491021;6679686;1;845;2013;749;66;35;8;1;1;0;859
C05;KEHÄ 1;25491021;6679686;1;900;2013;2563;380;230;67;13;5;0;3253
C05;KEHÄ 1;25491021;6679686;1;1000;2013;1369;278;139;60;11;8;0;1857
C05;KEHÄ 1;25491021;6679686;1;1100;2013;1398;236;154;45;7;5;0;1840
C05;KEHÄ 1;25491021;6679686;1;1200;2013;1486;240;178;54;11;4;0;1969
C05;KEHÄ 1;25491021;6679686;1;1300;2013;1519;246;135;51;8;2;0;1959
C05;KEHÄ 1;25491021;6679686;1;1400;2013;1739;251;133;55;15;5;0;2193
C05;KEHÄ 1;25491021;6679686;1;1500;2013;569;100;42;14;5;1;0;730
C05;KEHÄ 1;25491021;6679686;1;1515;2013;608;82;25;15;5;2;0;735
C05;KEHÄ 1;25491021;6679686;1;1530;2013;734;89;42;19;5;2;0;889
C05;KEHÄ 1;25491021;6679686;1;1545;2013;792;93;24;16;2;3;0;927
C05;KEHÄ 1;25491021;6679686;1;1600;2013;1086;155;47;31;10;1;0;1329
C05;KEHÄ 1;25491021;6679686;1;1615;2013;706;41;19;7;1;1;0;774
C05;KEHÄ 1;25491021;6679686;1;1630;2013;617;41;7;7;6;1;0;678
C05;KEHÄ 1;25491021;6679686;1;1645;2013;769;87;25;10;1;1;0;892
C05;KEHÄ 1;25491021;6679686;1;1700;2013;707;68;19;9;1;1;0;804
C05;KEHÄ 1;25491021;6679686;1;1715;2013;673;56;15;10;1;1;0;755
C05;KEHÄ 1;25491021;6679686;1;1730;2013;703;48;22;6;1;2;0;780
C05;KEHÄ 1;25491021;6679686;1;1745;2013;597;54;23;6;1;1;0;681
C05;KEHÄ 1;25491021;6679686;1;1800;2013;1916;150;48;35;9;13;0;2158
C05;KEHÄ 1;25491021;6679686;1;1900;2013;1424;184;24;22;6;2;0;1660
C05;KEHÄ 1;25491021;6679686;1;2000;2013;1174;73;27;10;6;2;0;1290
C05;KEHÄ 1;25491021;6679686;1;2100;2013;770;49;17;7;4;0;0;847
C05;KEHÄ 1;25491021;6679686;1;2200;2013;417;26;9;3;2;0;0;457
C05;KEHÄ 1;25491021;6679686;1;2300;2013;284;19;6;2;1;0;0;312
C05;KEHÄ 1;25491021;6679686;2;0;2013;150;10;3;1;0;0;0;164
C05;KEHÄ 1;25491021;6679686;2;100;2013;119;6;4;3;0;0;0;132
C05;KEHÄ 1;25491021;6679686;2;200;2013;58;4;2;1;0;0;0;65
C05;KEHÄ 1;25491021;6679686;2;300;2013;73;5;1;0;0;0;0;79
C05;KEHÄ 1;25491021;6679686;2;400;2013;143;9;4;0;0;0;0;156
C05;KEHÄ 1;25491021;6679686;2;500;2013;512;32;10;4;1;0;0;559
C05;KEHÄ 1;25491021;6679686;2;600;2013;465;15;7;4;0;0;0;491
C05;KEHÄ 1;25491021;6679686;2;615;2013;434;31;19;4;2;0;0;490
C05;KEHÄ 1;25491021;6679686;2;630;2013;493;46;39;11;0;0;0;589
C05;KEHÄ 1;25491021;6679686;2;645;2013;662;31;31;6;1;0;0;731
C05;KEHÄ 1;25491021;6679686;2;700;2013;464;52;8;2;1;0;0;527
C05;KEHÄ 1;25491021;6679686;2;715;2013;732;64;17;2;3;0;0;818
C05;KEHÄ 1;25491021;6679686;2;730;2013;965;60;28;8;2;4;0;1063
C05;KEHÄ 1;25491021;6679686;2;745;2013;1017;63;18;6;1;2;0;1105
C05;KEHÄ 1;25491021;6679686;2;800;2013;975;57;31;13;2;4;0;1078
C05;KEHÄ 1;25491021;6679686;2;815;2013;828;47;31;9;5;0;0;920
C05;KEHÄ 1;25491021;6679686;2;830;2013;840;62;12;14;2;2;0;930
C05;KEHÄ 1;25491021;6679686;2;845;2013;636;62;24;9;2;3;0;733
C05;KEHÄ 1;25491021;6679686;2;900;2013;1730;283;138;57;20;3;0;2228
C05;KEHÄ 1;25491021;6679686;2;1000;2013;1290;266;182;55;12;6;0;1805
C05;KEHÄ 1;25491021;6679686;2;1100;2013;1354;278;172;50;7;6;0;1861
C05;KEHÄ 1;25491021;6679686;2;1200;2013;1436;271;142;47;4;3;0;1900
C05;KEHÄ 1;25491021;6679686;2;1300;2013;1708;271;198;54;16;4;0;2247
C05;KEHÄ 1;25491021;6679686;2;1400;2013;2002;718;126;40;9;8;0;2895
C05;KEHÄ 1;25491021;6679686;2;1500;2013;721;106;30;12;6;2;0;875
C05;KEHÄ 1;25491021;6679686;2;1515;2013;846;111;33;14;5;2;0;1009
C05;KEHÄ 1;25491021;6679686;2;1530;2013;966;120;25;15;1;2;0;1127
C05;KEHÄ 1;25491021;6679686;2;1545;2013;910;98;24;13;1;1;0;1046
C05;KEHÄ 1;25491021;6679686;2;1600;2013;873;75;22;6;1;2;0;977
C05;KEHÄ 1;25491021;6679686;2;1615;2013;738;48;20;2;1;4;0;809
C05;KEHÄ 1;25491021;6679686;2;1630;2013;767;56;15;9;9;2;0;856
C05;KEHÄ 1;25491021;6679686;2;1645;2013;806;66;20;9;1;1;0;902
C05;KEHÄ 1;25491021;6679686;2;1700;2013;630;53;13;9;3;2;0;708
C05;KEHÄ 1;25491021;6679686;2;1715;2013;884;52;21;11;5;6;0;973
C05;KEHÄ 1;25491021;6679686;2;1730;2013;687;50;14;11;1;3;0;763
C05;KEHÄ 1;25491021;6679686;2;1745;2013;585;42;14;11;1;1;0;653
C05;KEHÄ 1;25491021;6679686;2;1800;2013;1979;143;69;34;10;10;0;2235
C05;KEHÄ 1;25491021;6679686;2;1900;2013;1437;137;37;28;7;3;0;1646
C05;KEHÄ 1;25491021;6679686;2;2000;2013;1159;75;24;9;5;3;0;1272
C05;KEHÄ 1;25491021;6679686;2;2100;2013;856;56;18;6;3;3;0;939
C05;KEHÄ 1;25491021;6679686;2;2200;2013;488;31;9;3;3;3;0;534
C05;KEHÄ 1;25491021;6679686;2;2300;2013;241;16;4;1;1;3;0;263
C06;VIHDINTIE;25490715;6682058;1;0;2013;48;3;1;1;1;0;0;54
C06;VIHDINTIE;25490715;6682058;1;100;2013;20;1;0;0;0;0;0;21
C06;VIHDINTIE;25490715;6682058;1;200;2013;15;1;0;0;0;0;0;16
C06;VIHDINTIE;25490715;6682058;1;300;2013;13;1;0;0;0;0;0;14
C06;VIHDINTIE;25490715;6682058;1;400;2013;34;2;1;0;1;0;0;38
C06;VIHDINTIE;25490715;6682058;1;500;2013;102;7;3;1;2;0;0;115
C06;VIHDINTIE;25490715;6682058;1;600;2013;64;9;6;2;3;0;0;84
C06;VIHDINTIE;25490715;6682058;1;615;2013;85;7;4;1;2;0;0;99
C06;VIHDINTIE;25490715;6682058;1;630;2013;135;9;4;1;1;0;0;150
C06;VIHDINTIE;25490715;6682058;1;645;2013;234;22;6;2;2;1;0;266
C06;VIHDINTIE;25490715;6682058;1;700;2013;369;58;17;6;4;3;0;454
C06;VIHDINTIE;25490715;6682058;1;715;2013;335;50;5;2;5;3;0;397
C06;VIHDINTIE;25490715;6682058;1;730;2013;388;62;16;1;5;2;0;472
C06;VIHDINTIE;25490715;6682058;1;745;2013;465;55;17;2;4;3;0;543
C06;VIHDINTIE;25490715;6682058;1;800;2013;453;65;11;4;6;3;0;539
C06;VIHDINTIE;25490715;6682058;1;815;2013;457;56;18;9;4;3;0;544
C06;VIHDINTIE;25490715;6682058;1;830;2013;409;74;18;3;5;2;0;509
C06;VIHDINTIE;25490715;6682058;1;845;2013;395;77;15;1;6;1;0;494
C06;VIHDINTIE;25490715;6682058;1;900;2013;900;182;71;12;13;5;0;1178
C06;VIHDINTIE;25490715;6682058;1;1000;2013;547;156;60;13;11;1;0;787
C06;VIHDINTIE;25490715;6682058;1;1100;2013;500;134;60;12;10;5;0;716
C06;VIHDINTIE;25490715;6682058;1;1200;2013;551;139;66;13;7;4;0;776
C06;VIHDINTIE;25490715;6682058;1;1300;2013;532;109;30;9;11;3;0;691
C06;VIHDINTIE;25490715;6682058;1;1400;2013;585;134;36;10;11;4;0;776
C06;VIHDINTIE;25490715;6682058;1;1500;2013;153;28;10;1;1;5;0;193
C06;VIHDINTIE;25490715;6682058;1;1515;2013;135;27;9;1;5;4;0;177
C06;VIHDINTIE;25490715;6682058;1;1530;2013;171;27;5;6;3;2;0;212
C06;VIHDINTIE;25490715;6682058;1;1545;2013;208;22;6;3;4;4;0;243
C06;VIHDINTIE;25490715;6682058;1;1600;2013;202;26;3;0;3;2;0;234
C06;VIHDINTIE;25490715;6682058;1;1615;2013;202;16;4;3;5;3;0;230
C06;VIHDINTIE;25490715;6682058;1;1630;2013;220;28;4;0;4;2;0;256
C06;VIHDINTIE;25490715;6682058;1;1645;2013;206;20;3;2;4;1;0;235
C06;VIHDINTIE;25490715;6682058;1;1700;2013;191;16;3;2;5;3;0;217
C06;VIHDINTIE;25490715;6682058;1;1715;2013;165;13;4;2;2;2;0;186
C06;VIHDINTIE;25490715;6682058;1;1730;2013;197;17;4;1;4;4;0;223
C06;VIHDINTIE;25490715;6682058;1;1745;2013;189;18;3;1;5;3;0;216
C06;VIHDINTIE;25490715;6682058;1;1800;2013;699;65;18;0;13;9;0;795
C06;VIHDINTIE;25490715;6682058;1;1900;2013;509;42;20;6;11;5;0;588
C06;VIHDINTIE;25490715;6682058;1;2000;2013;440;29;17;5;9;0;0;500
C06;VIHDINTIE;25490715;6682058;1;2100;2013;280;19;7;2;5;0;0;313
C06;VIHDINTIE;25490715;6682058;1;2200;2013;159;11;4;2;3;1;0;179
C06;VIHDINTIE;25490715;6682058;1;2300;2013;69;5;2;1;1;0;0;78
C06;VIHDINTIE;25490715;6682058;2;0;2013;70;5;2;1;2;0;0;80
C06;VIHDINTIE;25490715;6682058;2;100;2013;41;3;1;0;1;0;0;46
C06;VIHDINTIE;25490715;6682058;2;200;2013;29;2;1;0;1;0;0;33
C06;VIHDINTIE;25490715;6682058;2;300;2013;21;2;1;0;1;0;0;25
C06;VIHDINTIE;25490715;6682058;2;400;2013;28;2;1;0;1;0;0;32
C06;VIHDINTIE;25490715;6682058;2;500;2013;55;4;1;1;1;0;0;62
C06;VIHDINTIE;25490715;6682058;2;600;2013;16;3;1;0;2;0;0;22
C06;VIHDINTIE;25490715;6682058;2;615;2013;20;4;2;0;3;0;0;29
C06;VIHDINTIE;25490715;6682058;2;630;2013;37;4;6;1;2;0;0;50
C06;VIHDINTIE;25490715;6682058;2;645;2013;54;7;6;1;2;0;0;70
C06;VIHDINTIE;25490715;6682058;2;700;2013;92;12;3;1;5;0;0;113
C06;VIHDINTIE;25490715;6682058;2;715;2013;81;13;5;2;3;0;0;104
C06;VIHDINTIE;25490715;6682058;2;730;2013;89;16;4;3;3;0;0;115
C06;VIHDINTIE;25490715;6682058;2;745;2013;113;21;2;4;2;0;0;142
C06;VIHDINTIE;25490715;6682058;2;800;2013;175;7;0;11;9;0;0;202
C06;VIHDINTIE;25490715;6682058;2;815;2013;173;41;11;4;5;0;0;234
C06;VIHDINTIE;25490715;6682058;2;830;2013;140;19;1;2;4;0;0;166
C06;VIHDINTIE;25490715;6682058;2;845;2013;120;36;12;6;5;1;0;179
C06;VIHDINTIE;25490715;6682058;2;900;2013;478;84;24;13;12;0;0;611
C06;VIHDINTIE;25490715;6682058;2;1000;2013;527;105;21;15;15;0;0;683
C06;VIHDINTIE;25490715;6682058;2;1100;2013;551;105;16;15;16;1;0;703
C06;VIHDINTIE;25490715;6682058;2;1200;2013;687;90;20;7;14;1;0;818
C06;VIHDINTIE;25490715;6682058;2;1300;2013;586;153;53;10;19;2;0;821
C06;VIHDINTIE;25490715;6682058;2;1400;2013;698;155;47;9;23;5;0;932
C06;VIHDINTIE;25490715;6682058;2;1500;2013;244;52;16;2;7;0;0;321
C06;VIHDINTIE;25490715;6682058;2;1515;2013;274;42;8;1;3;5;0;328
C06;VIHDINTIE;25490715;6682058;2;1530;2013;325;55;15;2;10;5;0;407
C06;VIHDINTIE;25490715;6682058;2;1545;2013;384;53;9;0;6;2;0;452
C06;VIHDINTIE;25490715;6682058;2;1600;2013;439;65;15;1;4;4;0;524
C06;VIHDINTIE;25490715;6682058;2;1615;2013;471;55;9;2;8;11;0;545
C06;VIHDINTIE;25490715;6682058;2;1630;2013;435;42;15;0;8;1;0;500
C06;VIHDINTIE;25490715;6682058;2;1645;2013;441;66;12;3;6;1;0;528
C06;VIHDINTIE;25490715;6682058;2;1700;2013;426;40;11;1;5;0;0;483
C06;VIHDINTIE;25490715;6682058;2;1715;2013;374;66;8;1;3;0;0;452
C06;VIHDINTIE;25490715;6682058;2;1730;2013;408;27;6;1;12;4;0;454
C06;VIHDINTIE;25490715;6682058;2;1745;2013;373;38;11;3;14;3;0;439
C06;VIHDINTIE;25490715;6682058;2;1800;2013;995;134;53;0;34;6;0;1216
C06;VIHDINTIE;25490715;6682058;2;1900;2013;635;118;11;0;18;2;0;782
C06;VIHDINTIE;25490715;6682058;2;2000;2013;560;41;15;4;13;1;0;633
C06;VIHDINTIE;25490715;6682058;2;2100;2013;400;29;11;4;10;0;0;454
C06;VIHDINTIE;25490715;6682058;2;2200;2013;258;19;8;2;6;0;0;293
C06;VIHDINTIE;25490715;6682058;2;2300;2013;133;10;4;1;3;0;0;151
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;0;2013;14;1;0;0;0;0;0;15
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;100;2013;11;1;0;0;0;0;0;12
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;200;2013;9;3;0;0;0;0;0;12
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;300;2013;6;1;0;0;0;0;0;7
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;400;2013;10;1;0;0;0;0;0;11
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;500;2013;59;6;1;0;0;0;0;66
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;600;2013;18;1;1;1;0;0;0;21
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;615;2013;63;1;0;1;1;0;0;66
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;630;2013;84;10;4;0;0;0;0;98
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;645;2013;115;9;6;4;4;1;0;138
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;700;2013;93;27;1;0;1;1;0;122
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;715;2013;122;11;2;0;0;0;0;135
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;730;2013;149;19;4;0;2;1;0;174
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;745;2013;162;16;6;0;2;2;0;186
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;800;2013;111;16;1;0;1;1;0;129
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;815;2013;110;15;1;1;0;0;0;127
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;830;2013;133;7;4;1;1;1;0;146
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;845;2013;98;10;6;0;1;0;0;115
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;900;2013;218;33;13;1;4;4;0;269
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1000;2013;175;55;10;0;3;0;0;243
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1100;2013;245;36;12;0;4;1;0;297
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1200;2013;233;60;21;0;2;2;0;316
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1300;2013;216;45;18;0;3;0;0;282
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1400;2013;240;51;19;1;6;3;0;317
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1500;2013;68;14;1;1;1;0;0;85
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1515;2013;88;22;0;0;1;0;0;111
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1530;2013;84;22;4;0;4;0;0;114
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1545;2013;97;23;4;0;1;1;0;125
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1600;2013;79;8;0;0;0;0;0;87
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1615;2013;114;7;0;0;1;0;0;122
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1630;2013;86;10;1;0;2;3;0;99
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1645;2013;81;6;1;1;2;0;0;91
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1700;2013;87;8;4;0;0;0;0;99
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1715;2013;61;12;1;1;1;0;0;76
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1730;2013;77;8;0;0;0;0;0;85
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1745;2013;56;6;6;0;1;0;0;69
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1800;2013;247;38;10;0;0;2;0;295
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;1900;2013;199;29;4;0;2;0;0;234
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;2000;2013;167;23;4;0;0;0;0;194
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;2100;2013;104;13;3;0;0;0;0;120
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;2200;2013;53;4;1;0;0;0;0;58
C07;VANHA NURMIJÄRVENT;25492633;6682137;1;2300;2013;28;2;1;0;0;0;0;31
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;0;2013;20;2;0;0;0;0;0;22
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;100;2013;8;1;0;0;0;0;0;9
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;200;2013;11;0;0;0;0;0;0;11
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;300;2013;16;0;0;0;0;0;0;16
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;400;2013;10;1;0;0;0;0;0;11
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;500;2013;39;4;1;0;0;0;0;44
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;600;2013;20;6;1;1;0;0;0;28
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;615;2013;30;8;6;0;3;0;0;47
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;630;2013;35;8;3;6;3;0;0;55
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;645;2013;36;9;6;0;0;0;0;51
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;700;2013;37;10;2;0;2;0;0;51
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;715;2013;43;11;1;0;0;1;0;55
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;730;2013;62;11;4;0;0;0;0;77
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;745;2013;69;12;4;0;1;2;0;86
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;800;2013;65;11;4;1;2;2;0;83
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;815;2013;58;11;2;0;0;1;0;71
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;830;2013;51;8;2;0;1;0;0;62
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;845;2013;42;17;4;3;1;0;0;67
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;900;2013;191;41;12;0;8;1;0;252
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1000;2013;202;49;10;3;1;0;0;265
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1100;2013;243;37;20;0;6;0;0;306
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1200;2013;228;50;18;0;1;2;0;297
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1300;2013;330;76;24;4;4;4;0;438
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1400;2013;301;73;21;1;6;2;0;402
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1500;2013;124;24;5;1;1;0;0;155
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1515;2013;150;29;4;0;1;2;0;184
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1530;2013;146;27;0;0;1;3;0;174
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1545;2013;171;29;8;0;1;2;0;209
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1600;2013;217;17;7;1;1;2;0;243
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1615;2013;175;17;0;3;1;1;0;196
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1630;2013;140;12;1;0;6;0;0;159
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1645;2013;119;19;3;0;3;1;0;144
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1700;2013;147;14;3;0;2;3;0;166
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1715;2013;114;8;8;2;2;0;0;134
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1730;2013;69;9;5;2;0;0;0;85
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1745;2013;86;11;0;0;2;1;0;99
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1800;2013;288;37;4;4;12;1;0;345
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;1900;2013;224;31;5;2;2;5;0;264
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;2000;2013;172;22;6;0;0;2;0;200
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;2100;2013;101;8;3;0;0;0;0;112
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;2200;2013;54;5;0;0;0;2;0;59
C07;VANHA NURMIJÄRVENT;25492633;6682137;2;2300;2013;28;2;1;0;0;0;0;31
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;0;2013;98;6;2;0;2;0;0;108
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;100;2013;85;6;2;0;2;0;0;95
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;200;2013;64;4;2;0;2;0;0;72
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;300;2013;81;6;1;0;1;0;0;89
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;400;2013;126;9;3;0;3;0;0;141
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;500;2013;468;29;10;3;10;0;0;520
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;600;2013;254;20;7;2;5;0;0;288
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;615;2013;509;40;14;5;11;0;0;579
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;630;2013;687;55;29;12;21;0;0;804
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;645;2013;620;73;27;10;17;0;0;747
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;700;2013;572;113;54;13;11;5;0;763
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;715;2013;652;84;32;5;7;11;0;780
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;730;2013;689;74;25;7;13;8;0;808
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;745;2013;645;59;23;4;15;13;0;746
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;800;2013;592;61;15;9;7;8;0;684
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;815;2013;564;53;24;6;11;15;0;658
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;830;2013;605;55;22;11;9;5;0;702
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;845;2013;582;67;23;6;6;6;0;684
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;900;2013;1729;305;128;41;47;18;0;2250
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1000;2013;1016;200;112;41;18;12;0;1387
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1100;2013;1038;200;99;39;15;16;0;1391
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1200;2013;1083;209;114;46;23;11;0;1475
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1300;2013;1096;140;91;31;19;15;0;1377
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1400;2013;1296;122;45;36;34;15;0;1533
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1500;2013;388;42;6;10;10;4;0;456
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1515;2013;415;33;9;10;7;7;0;474
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1530;2013;447;43;11;11;8;5;0;520
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1545;2013;467;47;15;6;11;10;0;546
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1600;2013;477;41;15;12;10;7;0;555
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1615;2013;594;33;14;15;8;10;0;664
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1630;2013;505;31;15;8;7;7;0;566
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1645;2013;484;30;7;15;8;9;0;544
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1700;2013;388;35;14;9;11;10;0;457
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1715;2013;419;35;6;8;10;7;0;478
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1730;2013;436;38;10;12;2;5;0;498
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1745;2013;370;30;9;32;16;6;0;457
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1800;2013;1148;91;44;74;34;29;0;1391
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;1900;2013;985;74;33;6;25;0;0;1123
C08;HÄMEENLINNANVÄYLÄ;25493193;6683064;1;2000;2013;903;71;23;6;23;0;0;1026
