piste;nimi;x_gk25;y_gk25;suunta;aika;vuosi;ha;pa;ka;ra;la;mp;rv;autot
B04;MANNERHEIMINTIE;25494404;6677041;1;1500;2011;184;23;6;0;25;3;0;238
B04;MANNERHEIMINTIE;25494404;6677041;1;1515;2011;229;30;8;3;27;0;0;297
B04;MANNERHEIMINTIE;25494404;6677041;1;1530;2011;235;26;2;1;25;0;0;289
B04;MANNERHEIMINTIE;25494404;6677041;1;1545;2011;246;27;3;2;28;1;0;306
B04;MANNERHEIMINTIE;25494404;6677041;1;1600;2011;247;18;7;0;18;4;0;290
B04;MANNERHEIMINTIE;25494404;6677041;1;1615;2011;290;15;3;0;25;2;0;333
B04;MANNERHEIMINTIE;25494404;6677041;1;1630;2011;302;16;5;0;27;8;0;350
B04;MANNERHEIMINTIE;25494404;6677041;1;1645;2011;289;22;4;1;36;6;0;352
B04;MANNERHEIMINTIE;25494404;6677041;1;1700;2011;251;23;3;0;18;4;0;295
B04;MANNERHEIMINTIE;25494404;6677041;1;1715;2011;242;18;2;1;29;6;0;292
B04;MANNERHEIMINTIE;25494404;6677041;1;1730;2011;248;25;4;0;19;2;0;296
B04;MANNERHEIMINTIE;25494404;6677041;1;1745;2011;276;18;7;0;18;3;0;319
B04;MANNERHEIMINTIE;25494404;6677041;1;1800;2011;920;45;3;0;49;14;0;1017
B04;MANNERHEIMINTIE;25494404;6677041;1;1900;2011;807;55;5;5;43;5;0;915
B04;MANNERHEIMINTIE;25494404;6677041;1;2000;2011;730;43;10;1;34;3;0;818
B04;MANNERHEIMINTIE;25494404;6677041;1;2100;2011;445;33;6;0;28;3;0;512
B04;MANNERHEIMINTIE;25494404;6677041;1;2200;2011;240;18;3;0;18;3;0;279
B04;MANNERHEIMINTIE;25494404;6677041;1;2300;2011;156;11;2;0;15;3;0;184
B04;MANNERHEIMINTIE;25494404;6677041;2;0;2011;152;11;2;0;16;0;0;181
B04;MANNERHEIMINTIE;25494404;6677041;2;100;2011;84;6;1;0;10;0;0;101
B04;MANNERHEIMINTIE;25494404;6677041;2;200;2011;67;5;1;0;8;0;0;81
B04;MANNERHEIMINTIE;25494404;6677041;2;300;2011;37;3;1;0;4;0;0;45
B04;MANNERHEIMINTIE;25494404;6677041;2;400;2011;63;5;1;0;7;0;0;76
B04;MANNERHEIMINTIE;25494404;6677041;2;500;2011;120;9;2;0;13;0;0;144
B04;MANNERHEIMINTIE;25494404;6677041;2;600;2011;51;6;0;1;9;0;0;67
B04;MANNERHEIMINTIE;25494404;6677041;2;615;2011;77;10;4;2;13;0;0;106
B04;MANNERHEIMINTIE;25494404;6677041;2;630;2011;97;13;1;1;17;0;0;129
B04;MANNERHEIMINTIE;25494404;6677041;2;645;2011;123;10;2;3;23;0;0;161
B04;MANNERHEIMINTIE;25494404;6677041;2;700;2011;127;15;8;1;27;0;0;178
B04;MANNERHEIMINTIE;25494404;6677041;2;715;2011;191;23;10;2;23;4;0;249
B04;MANNERHEIMINTIE;25494404;6677041;2;730;2011;237;26;8;0;31;0;0;302
B04;MANNERHEIMINTIE;25494404;6677041;2;745;2011;232;21;3;3;27;2;0;286
B04;MANNERHEIMINTIE;25494404;6677041;2;800;2011;237;28;10;0;26;0;0;301
B04;MANNERHEIMINTIE;25494404;6677041;2;815;2011;211;25;6;2;29;2;0;273
B04;MANNERHEIMINTIE;25494404;6677041;2;830;2011;256;29;9;1;25;3;0;320
B04;MANNERHEIMINTIE;25494404;6677041;2;845;2011;225;30;12;0;22;3;0;289
B04;MANNERHEIMINTIE;25494404;6677041;2;900;2011;681;131;39;3;75;10;0;929
B04;MANNERHEIMINTIE;25494404;6677041;2;1000;2011;766;174;52;3;70;4;0;1065
B04;MANNERHEIMINTIE;25494404;6677041;2;1100;2011;801;182;38;6;63;7;0;1090
B04;MANNERHEIMINTIE;25494404;6677041;2;1200;2011;820;183;45;5;60;7;0;1113
B04;MANNERHEIMINTIE;25494404;6677041;2;1300;2011;983;214;47;2;86;8;0;1332
B04;MANNERHEIMINTIE;25494404;6677041;2;1400;2011;1115;245;45;2;88;6;0;1495
B04;MANNERHEIMINTIE;25494404;6677041;2;1500;2011;364;78;13;1;28;4;0;484
B04;MANNERHEIMINTIE;25494404;6677041;2;1515;2011;373;60;8;0;30;2;0;471
B04;MANNERHEIMINTIE;25494404;6677041;2;1530;2011;376;68;9;0;20;4;0;473
B04;MANNERHEIMINTIE;25494404;6677041;2;1545;2011;372;57;9;0;32;3;0;470
B04;MANNERHEIMINTIE;25494404;6677041;2;1600;2011;422;41;6;0;25;3;0;494
B04;MANNERHEIMINTIE;25494404;6677041;2;1615;2011;380;37;10;0;27;5;0;454
B04;MANNERHEIMINTIE;25494404;6677041;2;1630;2011;387;27;8;0;37;3;0;459
B04;MANNERHEIMINTIE;25494404;6677041;2;1645;2011;363;32;6;1;34;6;0;436
B04;MANNERHEIMINTIE;25494404;6677041;2;1700;2011;333;34;5;1;32;4;0;405
B04;MANNERHEIMINTIE;25494404;6677041;2;1715;2011;322;29;5;0;31;2;0;387
B04;MANNERHEIMINTIE;25494404;6677041;2;1730;2011;280;25;5;0;27;4;0;337
B04;MANNERHEIMINTIE;25494404;6677041;2;1745;2011;283;24;6;1;24;7;0;338
B04;MANNERHEIMINTIE;25494404;6677041;2;1800;2011;1058;94;14;3;84;12;0;1253
B04;MANNERHEIMINTIE;25494404;6677041;2;1900;2011;845;84;17;1;72;5;0;1019
B04;MANNERHEIMINTIE;25494404;6677041;2;2000;2011;851;83;17;1;61;1;0;1013
B04;MANNERHEIMINTIE;25494404;6677041;2;2100;2011;705;64;13;1;47;0;0;830
B04;MANNERHEIMINTIE;25494404;6677041;2;2200;2011;418;31;6;1;26;0;0;482
B04;MANNERHEIMINTIE;25494404;6677041;2;2300;2011;331;23;4;0;38;0;0;396
B05;ILMALANKATU;25495293;6677123;1;0;2011;22;2;0;0;1;0;0;25
B05;ILMALANKATU;25495293;6677123;1;100;2011;10;1;0;0;1;0;0;12
B05;ILMALANKATU;25495293;6677123;1;200;2011;6;0;0;0;0;0;0;6
B05;ILMALANKATU;25495293;6677123;1;300;2011;8;1;0;0;0;0;0;9
B05;ILMALANKATU;25495293;6677123;1;400;2011;11;1;0;0;0;0;0;12
B05;ILMALANKATU;25495293;6677123;1;500;2011;13;1;0;0;0;0;0;14
B05;ILMALANKATU;25495293;6677123;1;600;2011;7;4;0;0;0;0;0;11
B05;ILMALANKATU;25495293;6677123;1;615;2011;10;1;0;0;0;0;0;11
B05;ILMALANKATU;25495293;6677123;1;630;2011;20;5;0;0;0;0;0;25
B05;ILMALANKATU;25495293;6677123;1;645;2011;40;8;0;0;1;0;0;49
B05;ILMALANKATU;25495293;6677123;1;700;2011;69;10;4;1;4;1;0;88
B05;ILMALANKATU;25495293;6677123;1;715;2011;73;14;2;0;4;0;0;93
B05;ILMALANKATU;25495293;6677123;1;730;2011;89;9;2;0;3;0;0;103
B05;ILMALANKATU;25495293;6677123;1;745;2011;104;16;6;1;5;1;0;132
B05;ILMALANKATU;25495293;6677123;1;800;2011;105;7;4;0;4;1;0;120
B05;ILMALANKATU;25495293;6677123;1;815;2011;114;20;6;0;6;0;0;146
B05;ILMALANKATU;25495293;6677123;1;830;2011;135;7;2;0;2;1;0;146
B05;ILMALANKATU;25495293;6677123;1;845;2011;135;14;5;0;4;4;0;158
B05;ILMALANKATU;25495293;6677123;1;900;2011;277;36;12;1;12;3;0;338
B05;ILMALANKATU;25495293;6677123;1;1000;2011;151;32;9;3;14;0;0;209
B05;ILMALANKATU;25495293;6677123;1;1100;2011;109;16;8;0;10;1;0;143
B05;ILMALANKATU;25495293;6677123;1;1200;2011;132;23;6;1;11;1;0;173
B05;ILMALANKATU;25495293;6677123;1;1300;2011;119;18;11;0;10;0;0;158
B05;ILMALANKATU;25495293;6677123;1;1400;2011;106;14;8;0;14;4;0;142
B05;ILMALANKATU;25495293;6677123;1;1500;2011;33;5;4;0;3;2;0;45
B05;ILMALANKATU;25495293;6677123;1;1515;2011;38;5;2;0;3;1;0;48
B05;ILMALANKATU;25495293;6677123;1;1530;2011;35;6;1;0;4;0;0;46
B05;ILMALANKATU;25495293;6677123;1;1545;2011;43;6;0;0;3;1;0;52
B05;ILMALANKATU;25495293;6677123;1;1600;2011;38;2;0;1;5;0;0;46
B05;ILMALANKATU;25495293;6677123;1;1615;2011;28;1;1;0;5;0;0;35
B05;ILMALANKATU;25495293;6677123;1;1630;2011;46;0;0;0;3;0;0;49
B05;ILMALANKATU;25495293;6677123;1;1645;2011;47;1;0;0;3;1;0;51
B05;ILMALANKATU;25495293;6677123;1;1700;2011;28;0;1;0;4;1;0;33
B05;ILMALANKATU;25495293;6677123;1;1715;2011;24;0;0;0;3;2;0;27
B05;ILMALANKATU;25495293;6677123;1;1730;2011;24;0;0;0;3;2;0;27
B05;ILMALANKATU;25495293;6677123;1;1745;2011;22;3;0;0;3;0;0;28
B05;ILMALANKATU;25495293;6677123;1;1800;2011;70;5;1;0;11;2;0;87
B05;ILMALANKATU;25495293;6677123;1;1900;2011;59;5;0;0;9;0;0;73
B05;ILMALANKATU;25495293;6677123;1;2000;2011;50;4;2;0;8;0;0;64
B05;ILMALANKATU;25495293;6677123;1;2100;2011;40;3;1;0;6;0;0;50
B05;ILMALANKATU;25495293;6677123;1;2200;2011;30;2;1;0;4;0;0;37
B05;ILMALANKATU;25495293;6677123;1;2300;2011;20;1;1;0;3;0;0;25
B05;ILMALANKATU;25495293;6677123;2;0;2011;5;0;0;0;0;0;0;5
B05;ILMALANKATU;25495293;6677123;2;100;2011;5;0;0;0;0;0;0;5
B05;ILMALANKATU;25495293;6677123;2;200;2011;0;0;0;0;0;0;0;0
B05;ILMALANKATU;25495293;6677123;2;300;2011;0;1;0;0;0;0;0;1
B05;ILMALANKATU;25495293;6677123;2;400;2011;0;1;0;0;0;0;0;1
B05;ILMALANKATU;25495293;6677123;2;500;2011;0;2;0;0;1;0;0;3
B05;ILMALANKATU;25495293;6677123;2;600;2011;1;1;0;0;1;0;0;3
B05;ILMALANKATU;25495293;6677123;2;615;2011;10;2;0;0;1;0;0;13
B05;ILMALANKATU;25495293;6677123;2;630;2011;15;3;0;0;2;0;0;20
B05;ILMALANKATU;25495293;6677123;2;645;2011;14;5;0;0;3;0;0;22
B05;ILMALANKATU;25495293;6677123;2;700;2011;14;5;4;0;3;1;0;26
B05;ILMALANKATU;25495293;6677123;2;715;2011;22;11;3;0;6;0;0;42
B05;ILMALANKATU;25495293;6677123;2;730;2011;27;5;3;0;1;0;0;36
B05;ILMALANKATU;25495293;6677123;2;745;2011;27;7;3;1;5;0;0;43
B05;ILMALANKATU;25495293;6677123;2;800;2011;26;5;4;0;5;1;0;40
B05;ILMALANKATU;25495293;6677123;2;815;2011;25;6;5;1;4;0;0;41
B05;ILMALANKATU;25495293;6677123;2;830;2011;32;8;2;0;3;0;0;45
B05;ILMALANKATU;25495293;6677123;2;845;2011;26;12;1;2;6;2;0;47
B05;ILMALANKATU;25495293;6677123;2;900;2011;111;35;9;0;16;0;0;171
B05;ILMALANKATU;25495293;6677123;2;1000;2011;105;32;11;0;12;1;0;160
B05;ILMALANKATU;25495293;6677123;2;1100;2011;110;34;10;1;11;2;0;166
B05;ILMALANKATU;25495293;6677123;2;1200;2011;117;32;11;0;11;0;0;171
B05;ILMALANKATU;25495293;6677123;2;1300;2011;123;28;11;1;10;4;0;173
B05;ILMALANKATU;25495293;6677123;2;1400;2011;196;34;9;0;11;2;0;250
B05;ILMALANKATU;25495293;6677123;2;1500;2011;96;4;1;0;3;5;0;104
B05;ILMALANKATU;25495293;6677123;2;1515;2011;110;16;1;0;4;3;0;131
B05;ILMALANKATU;25495293;6677123;2;1530;2011;103;11;1;0;4;2;0;119
B05;ILMALANKATU;25495293;6677123;2;1545;2011;93;11;3;0;4;2;0;111
B05;ILMALANKATU;25495293;6677123;2;1600;2011;105;13;1;0;3;1;0;122
B05;ILMALANKATU;25495293;6677123;2;1615;2011;83;13;2;0;3;2;0;101
B05;ILMALANKATU;25495293;6677123;2;1630;2011;84;7;2;0;6;0;0;99
B05;ILMALANKATU;25495293;6677123;2;1645;2011;69;6;1;0;3;1;0;79
B05;ILMALANKATU;25495293;6677123;2;1700;2011;60;1;2;0;5;1;0;68
B05;ILMALANKATU;25495293;6677123;2;1715;2011;40;6;3;0;4;0;0;53
B05;ILMALANKATU;25495293;6677123;2;1730;2011;40;6;3;0;4;0;0;53
B05;ILMALANKATU;25495293;6677123;2;1745;2011;33;3;1;0;3;0;0;40
B05;ILMALANKATU;25495293;6677123;2;1800;2011;118;11;2;0;11;1;0;142
B05;ILMALANKATU;25495293;6677123;2;1900;2011;69;5;1;0;5;0;0;80
B05;ILMALANKATU;25495293;6677123;2;2000;2011;40;1;1;0;4;0;0;46
B05;ILMALANKATU;25495293;6677123;2;2100;2011;30;1;1;0;3;0;0;35
B05;ILMALANKATU;25495293;6677123;2;2200;2011;27;2;0;0;1;0;0;30
B05;ILMALANKATU;25495293;6677123;2;2300;2011;23;1;0;0;1;0;0;25
B06;VETURITIE;25495967;6676903;1;0;2011;33;6;2;0;1;0;0;42
B06;VETURITIE;25495967;6676903;1;100;2011;17;3;2;0;1;0;0;23
B06;VETURITIE;25495967;6676903;1;200;2011;16;3;3;0;0;0;0;22
B06;VETURITIE;25495967;6676903;1;300;2011;18;2;3;0;3;0;0;26
B06;VETURITIE;25495967;6676903;1;400;2011;28;4;4;0;1;0;0;37
B06;VETURITIE;25495967;6676903;1;500;2011;110;15;18;1;9;0;0;153
B06;VETURITIE;25495967;6676903;1;600;2011;52;8;4;0;1;0;0;65
B06;VETURITIE;25495967;6676903;1;615;2011;123;16;8;0;2;0;0;149
B06;VETURITIE;25495967;6676903;1;630;2011;177;22;12;0;2;1;0;213
B06;VETURITIE;25495967;6676903;1;645;2011;217;22;12;1;4;2;0;256
B06;VETURITIE;25495967;6676903;1;700;2011;231;45;7;1;0;2;0;284
B06;VETURITIE;25495967;6676903;1;715;2011;273;33;7;0;2;1;0;315
B06;VETURITIE;25495967;6676903;1;730;2011;276;39;10;0;0;2;0;325
B06;VETURITIE;25495967;6676903;1;745;2011;298;28;5;0;1;5;0;332
B06;VETURITIE;25495967;6676903;1;800;2011;319;29;5;0;0;4;0;353
B06;VETURITIE;25495967;6676903;1;815;2011;280;42;9;0;1;2;0;332
B06;VETURITIE;25495967;6676903;1;830;2011;299;28;8;1;0;4;0;336
B06;VETURITIE;25495967;6676903;1;845;2011;286;30;11;0;3;7;0;330
B06;VETURITIE;25495967;6676903;1;900;2011;804;109;37;2;6;11;0;958
B06;VETURITIE;25495967;6676903;1;1000;2011;481;96;35;2;4;6;0;618
B06;VETURITIE;25495967;6676903;1;1100;2011;487;79;22;2;5;10;0;595
B06;VETURITIE;25495967;6676903;1;1200;2011;505;111;31;0;9;3;0;656
B06;VETURITIE;25495967;6676903;1;1300;2011;458;108;14;0;9;5;0;589
B06;VETURITIE;25495967;6676903;1;1400;2011;447;119;18;0;10;6;0;594
B06;VETURITIE;25495967;6676903;1;1500;2011;124;20;5;0;1;2;0;150
B06;VETURITIE;25495967;6676903;1;1515;2011;125;14;5;0;0;3;0;144
B06;VETURITIE;25495967;6676903;1;1530;2011;141;14;1;0;2;3;0;158
B06;VETURITIE;25495967;6676903;1;1545;2011;145;19;1;0;2;0;0;167
B06;VETURITIE;25495967;6676903;1;1600;2011;143;18;1;0;2;0;0;164
B06;VETURITIE;25495967;6676903;1;1615;2011;174;21;3;0;2;2;0;200
B06;VETURITIE;25495967;6676903;1;1630;2011;155;15;1;0;0;2;0;171
B06;VETURITIE;25495967;6676903;1;1645;2011;156;10;0;0;1;2;0;167
B06;VETURITIE;25495967;6676903;1;1700;2011;157;11;0;0;0;2;0;168
B06;VETURITIE;25495967;6676903;1;1715;2011;150;14;2;1;0;0;0;167
B06;VETURITIE;25495967;6676903;1;1730;2011;133;10;4;0;0;3;0;147
B06;VETURITIE;25495967;6676903;1;1745;2011;130;19;1;0;1;2;0;151
B06;VETURITIE;25495967;6676903;1;1800;2011;418;42;6;0;3;10;0;469
B06;VETURITIE;25495967;6676903;1;1900;2011;336;26;8;2;7;5;0;379
B06;VETURITIE;25495967;6676903;1;2000;2011;260;26;4;0;5;5;0;295
B06;VETURITIE;25495967;6676903;1;2100;2011;180;9;2;0;4;0;0;195
B06;VETURITIE;25495967;6676903;1;2200;2011;112;4;1;0;2;0;0;119
B06;VETURITIE;25495967;6676903;1;2300;2011;83;5;2;0;2;0;0;92
B06;VETURITIE;25495967;6676903;2;0;2011;63;7;1;0;4;0;0;75
B06;VETURITIE;25495967;6676903;2;100;2011;27;2;1;0;1;0;0;31
B06;VETURITIE;25495967;6676903;2;200;2011;21;3;1;0;0;0;0;25
B06;VETURITIE;25495967;6676903;2;300;2011;16;3;3;0;0;0;0;22
B06;VETURITIE;25495967;6676903;2;400;2011;39;0;4;0;0;0;0;43
B06;VETURITIE;25495967;6676903;2;500;2011;50;7;9;0;3;0;0;69
B06;VETURITIE;25495967;6676903;2;600;2011;35;4;2;0;1;0;0;42
B06;VETURITIE;25495967;6676903;2;615;2011;43;5;3;0;1;0;0;52
B06;VETURITIE;25495967;6676903;2;630;2011;75;9;5;0;1;1;0;90
B06;VETURITIE;25495967;6676903;2;645;2011;62;8;4;1;2;1;0;77
B06;VETURITIE;25495967;6676903;2;700;2011;74;13;6;0;0;1;0;93
B06;VETURITIE;25495967;6676903;2;715;2011;90;16;1;0;0;2;0;107
B06;VETURITIE;25495967;6676903;2;730;2011;112;19;2;0;1;1;0;134
B06;VETURITIE;25495967;6676903;2;745;2011;138;11;0;0;1;1;0;150
B06;VETURITIE;25495967;6676903;2;800;2011;121;14;4;0;3;0;0;142
B06;VETURITIE;25495967;6676903;2;815;2011;100;10;2;1;2;0;0;115
B06;VETURITIE;25495967;6676903;2;830;2011;99;19;3;0;2;2;0;123
B06;VETURITIE;25495967;6676903;2;845;2011;121;9;6;0;3;1;0;139
B06;VETURITIE;25495967;6676903;2;900;2011;364;71;23;1;12;4;0;471
B06;VETURITIE;25495967;6676903;2;1000;2011;374;73;26;1;4;3;0;478
B06;VETURITIE;25495967;6676903;2;1100;2011;393;86;25;3;6;6;0;513
B06;VETURITIE;25495967;6676903;2;1200;2011;441;95;30;0;3;10;0;569
B06;VETURITIE;25495967;6676903;2;1300;2011;452;98;17;0;4;1;0;571
B06;VETURITIE;25495967;6676903;2;1400;2011;673;132;18;0;2;11;0;825
B06;VETURITIE;25495967;6676903;2;1500;2011;247;50;8;0;0;0;0;305
B06;VETURITIE;25495967;6676903;2;1515;2011;264;41;3;0;1;7;0;309
B06;VETURITIE;25495967;6676903;2;1530;2011;286;36;8;0;0;4;0;330
B06;VETURITIE;25495967;6676903;2;1545;2011;257;30;2;0;1;7;0;290
B06;VETURITIE;25495967;6676903;2;1600;2011;314;37;2;0;1;7;0;354
B06;VETURITIE;25495967;6676903;2;1615;2011;247;22;1;0;0;8;0;270
B06;VETURITIE;25495967;6676903;2;1630;2011;236;20;1;0;0;8;0;257
B06;VETURITIE;25495967;6676903;2;1645;2011;234;20;4;1;2;2;0;261
B06;VETURITIE;25495967;6676903;2;1700;2011;223;21;3;0;2;6;0;249
B06;VETURITIE;25495967;6676903;2;1715;2011;207;13;0;0;1;4;0;221
B06;VETURITIE;25495967;6676903;2;1730;2011;179;11;2;0;0;3;0;192
B06;VETURITIE;25495967;6676903;2;1745;2011;169;13;3;0;1;2;0;186
B06;VETURITIE;25495967;6676903;2;1800;2011;558;42;4;1;3;9;0;608
B06;VETURITIE;25495967;6676903;2;1900;2011;426;24;8;0;6;0;0;464
B06;VETURITIE;25495967;6676903;2;2000;2011;399;19;5;0;9;0;0;432
B06;VETURITIE;25495967;6676903;2;2100;2011;291;12;5;0;7;0;0;315
B06;VETURITIE;25495967;6676903;2;2200;2011;170;13;2;0;3;0;0;188
B06;VETURITIE;25495967;6676903;2;2300;2011;160;8;5;2;5;0;0;180
B07;RATAPIHANTIE;25496284;6676911;1;0;2011;36;2;1;0;1;0;0;40
B07;RATAPIHANTIE;25496284;6676911;1;100;2011;21;1;0;0;1;0;0;23
B07;RATAPIHANTIE;25496284;6676911;1;200;2011;20;1;0;0;0;0;0;21
B07;RATAPIHANTIE;25496284;6676911;1;300;2011;12;1;0;0;0;0;0;13
B07;RATAPIHANTIE;25496284;6676911;1;400;2011;13;1;0;0;0;0;0;14
B07;RATAPIHANTIE;25496284;6676911;1;500;2011;77;5;2;1;2;0;0;87
B07;RATAPIHANTIE;25496284;6676911;1;600;2011;74;2;1;1;1;0;0;79
B07;RATAPIHANTIE;25496284;6676911;1;615;2011;84;2;2;2;2;0;0;92
B07;RATAPIHANTIE;25496284;6676911;1;630;2011;89;4;3;3;2;0;0;101
B07;RATAPIHANTIE;25496284;6676911;1;645;2011;116;5;3;3;3;0;0;130
B07;RATAPIHANTIE;25496284;6676911;1;700;2011;245;42;5;2;3;4;0;297
B07;RATAPIHANTIE;25496284;6676911;1;715;2011;307;30;2;1;3;3;0;343
B07;RATAPIHANTIE;25496284;6676911;1;730;2011;355;39;6;1;1;3;0;402
B07;RATAPIHANTIE;25496284;6676911;1;745;2011;344;43;4;0;2;5;0;393
B07;RATAPIHANTIE;25496284;6676911;1;800;2011;355;30;6;0;4;2;0;395
B07;RATAPIHANTIE;25496284;6676911;1;815;2011;398;23;4;1;1;1;0;427
B07;RATAPIHANTIE;25496284;6676911;1;830;2011;338;22;5;0;4;2;0;369
B07;RATAPIHANTIE;25496284;6676911;1;845;2011;318;28;3;0;2;4;0;351
B07;RATAPIHANTIE;25496284;6676911;1;900;2011;814;106;26;5;9;11;0;960
B07;RATAPIHANTIE;25496284;6676911;1;1000;2011;450;117;22;5;7;6;0;601
B07;RATAPIHANTIE;25496284;6676911;1;1100;2011;460;88;19;3;8;2;0;578
B07;RATAPIHANTIE;25496284;6676911;1;1200;2011;441;117;35;4;6;8;0;603
B07;RATAPIHANTIE;25496284;6676911;1;1300;2011;418;81;22;4;13;5;0;538
B07;RATAPIHANTIE;25496284;6676911;1;1400;2011;478;78;15;2;14;4;0;587
B07;RATAPIHANTIE;25496284;6676911;1;1500;2011;132;16;2;2;2;0;0;154
B07;RATAPIHANTIE;25496284;6676911;1;1515;2011;168;14;4;0;4;0;0;190
B07;RATAPIHANTIE;25496284;6676911;1;1530;2011;174;11;4;0;2;1;0;191
B07;RATAPIHANTIE;25496284;6676911;1;1545;2011;207;27;5;0;3;2;0;242
B07;RATAPIHANTIE;25496284;6676911;1;1600;2011;164;17;1;1;2;0;0;185
B07;RATAPIHANTIE;25496284;6676911;1;1615;2011;219;9;1;0;1;0;0;230
B07;RATAPIHANTIE;25496284;6676911;1;1630;2011;217;7;1;1;3;2;0;229
B07;RATAPIHANTIE;25496284;6676911;1;1645;2011;207;16;5;0;3;1;0;231
B07;RATAPIHANTIE;25496284;6676911;1;1700;2011;168;9;2;0;2;0;0;181
B07;RATAPIHANTIE;25496284;6676911;1;1715;2011;156;12;1;0;2;2;0;171
B07;RATAPIHANTIE;25496284;6676911;1;1730;2011;174;7;2;0;2;0;0;185
B07;RATAPIHANTIE;25496284;6676911;1;1745;2011;164;7;1;0;3;0;0;175
B07;RATAPIHANTIE;25496284;6676911;1;1800;2011;546;7;1;0;3;4;0;557
B07;RATAPIHANTIE;25496284;6676911;1;1900;2011;254;5;1;0;2;0;0;262
B07;RATAPIHANTIE;25496284;6676911;1;2000;2011;166;5;3;2;2;0;0;178
B07;RATAPIHANTIE;25496284;6676911;1;2100;2011;131;6;3;1;2;0;0;143
B07;RATAPIHANTIE;25496284;6676911;1;2200;2011;81;5;2;1;2;0;0;91
B07;RATAPIHANTIE;25496284;6676911;1;2300;2011;55;3;1;1;1;0;0;61
B07;RATAPIHANTIE;25496284;6676911;2;0;2011;45;4;1;0;1;0;0;51
B07;RATAPIHANTIE;25496284;6676911;2;100;2011;29;2;1;0;1;0;0;33
B07;RATAPIHANTIE;25496284;6676911;2;200;2011;21;2;0;0;1;0;0;24
B07;RATAPIHANTIE;25496284;6676911;2;300;2011;19;1;0;0;0;0;0;20
B07;RATAPIHANTIE;25496284;6676911;2;400;2011;11;1;0;0;0;0;0;12
B07;RATAPIHANTIE;25496284;6676911;2;500;2011;53;4;1;1;1;0;0;60
B07;RATAPIHANTIE;25496284;6676911;2;600;2011;34;4;1;1;1;0;0;41
B07;RATAPIHANTIE;25496284;6676911;2;615;2011;39;4;1;1;1;0;0;46
B07;RATAPIHANTIE;25496284;6676911;2;630;2011;44;4;1;1;1;0;0;51
B07;RATAPIHANTIE;25496284;6676911;2;645;2011;65;10;3;1;1;0;0;80
B07;RATAPIHANTIE;25496284;6676911;2;700;2011;109;18;9;2;1;0;0;139
B07;RATAPIHANTIE;25496284;6676911;2;715;2011;151;21;9;2;4;3;0;187
B07;RATAPIHANTIE;25496284;6676911;2;730;2011;177;16;6;0;1;0;0;200
B07;RATAPIHANTIE;25496284;6676911;2;745;2011;179;16;4;1;2;3;0;202
B07;RATAPIHANTIE;25496284;6676911;2;800;2011;138;17;6;0;2;3;0;163
B07;RATAPIHANTIE;25496284;6676911;2;815;2011;157;23;4;3;2;2;0;189
B07;RATAPIHANTIE;25496284;6676911;2;830;2011;152;20;1;0;3;1;0;176
B07;RATAPIHANTIE;25496284;6676911;2;845;2011;134;10;7;0;4;2;0;155
B07;RATAPIHANTIE;25496284;6676911;2;900;2011;475;89;28;6;18;4;0;616
B07;RATAPIHANTIE;25496284;6676911;2;1000;2011;433;87;29;5;10;5;0;564
B07;RATAPIHANTIE;25496284;6676911;2;1100;2011;460;108;25;8;7;3;0;608
B07;RATAPIHANTIE;25496284;6676911;2;1200;2011;547;99;34;5;7;1;0;692
B07;RATAPIHANTIE;25496284;6676911;2;1300;2011;611;110;35;4;8;5;0;768
B07;RATAPIHANTIE;25496284;6676911;2;1400;2011;766;162;30;6;9;5;0;973
B07;RATAPIHANTIE;25496284;6676911;2;1500;2011;317;40;7;2;3;3;0;369
B07;RATAPIHANTIE;25496284;6676911;2;1515;2011;337;48;3;0;2;1;0;390
B07;RATAPIHANTIE;25496284;6676911;2;1530;2011;358;48;13;0;2;8;0;421
B07;RATAPIHANTIE;25496284;6676911;2;1545;2011;333;26;8;2;3;5;0;372
B07;RATAPIHANTIE;25496284;6676911;2;1600;2011;376;37;6;1;1;7;0;421
B07;RATAPIHANTIE;25496284;6676911;2;1615;2011;326;28;4;0;5;6;0;363
B07;RATAPIHANTIE;25496284;6676911;2;1630;2011;358;27;3;0;1;2;0;389
B07;RATAPIHANTIE;25496284;6676911;2;1645;2011;299;20;5;0;2;2;0;326
B07;RATAPIHANTIE;25496284;6676911;2;1700;2011;270;15;3;0;4;1;0;292
B07;RATAPIHANTIE;25496284;6676911;2;1715;2011;309;20;1;0;5;4;0;335
B07;RATAPIHANTIE;25496284;6676911;2;1730;2011;258;27;2;0;5;0;0;292
B07;RATAPIHANTIE;25496284;6676911;2;1745;2011;244;24;2;0;5;0;0;275
B07;RATAPIHANTIE;25496284;6676911;2;1800;2011;696;58;4;0;14;4;0;772
B07;RATAPIHANTIE;25496284;6676911;2;1900;2011;315;29;3;2;5;0;0;354
B07;RATAPIHANTIE;25496284;6676911;2;2000;2011;334;25;4;3;8;0;0;374
B07;RATAPIHANTIE;25496284;6676911;2;2100;2011;216;17;5;2;5;0;0;245
B07;RATAPIHANTIE;25496284;6676911;2;2200;2011;130;10;3;1;3;0;0;147
B07;RATAPIHANTIE;25496284;6676911;2;2300;2011;64;5;2;1;2;0;0;74
B08;MÄKELÄNKATU;25496993;6676320;1;0;2011;166;13;3;0;11;0;1;193
B08;MÄKELÄNKATU;25496993;6676320;1;100;2011;86;7;2;0;5;0;1;100
